loop,expert_model_test_accuracy_PI,expert_model_test_f1_score_PI,expert_model_test_accuracy_M,expert_model_test_f1_score_M,expert_model_test_accuracy_C,expert_model_test_f1_score_C,gate_model_test_accuracy,moe_model_test_soft_accuracy,moe_model_test_soft_f1_score,moe_model_test_hard_accuracy,moe_model_test_hard_f1_score
11,0.6608695652173913,0.6424733485836905,0.5739130434782609,0.5789278502001791,0.2753623188405797,0.21470767155549764,0.5797101449275363,0.6840579710144927,0.6597219370859475,0.6840579710144927,0.6597219370859475
12,0.6144927536231884,0.6044001665078269,0.3333333333333333,0.2893693522378948,0.5362318840579711,0.49350537821479074,0.6608695652173913,0.7043478260869566,0.706536546736691,0.7043478260869566,0.706536546736691
13,0.4318840579710145,0.3948428300384989,0.32463768115942027,0.3021020777200953,0.4782608695652174,0.46213565699797116,0.6202898550724638,0.5768115942028985,0.5546652732173838,0.5768115942028985,0.5546652732173838
14,0.6811594202898551,0.66346199905846,0.47246376811594204,0.4360733339436498,0.3652173913043478,0.3210494679346354,0.7942028985507247,0.7565217391304347,0.7346066052395073,0.7565217391304347,0.7346066052395073
15,0.6144927536231884,0.5977871130946942,0.263768115942029,0.21325986547720613,0.43478260869565216,0.3922953654875518,0.7101449275362319,0.6434782608695652,0.6263751846553143,0.6434782608695652,0.6263751846553143
16,0.4,0.36498248880131084,0.35942028985507246,0.33301753119588867,0.30144927536231886,0.2559316640047537,0.5072463768115942,0.4608695652173913,0.4416150600864342,0.4608695652173913,0.4416150600864342
17,0.5681159420289855,0.5437996172412692,0.26666666666666666,0.19615343628272192,0.07246376811594203,0.047272264609339566,0.5072463768115942,0.3536231884057971,0.30682821761563234,0.3536231884057971,0.30682821761563234
18,0.7391304347826086,0.7300111402060977,0.5130434782608696,0.48306639580150085,0.5797101449275363,0.5614954438801483,0.7246376811594203,0.8579710144927536,0.8575132177156032,0.8579710144927536,0.8575132177156032
19,0.6028985507246377,0.5671698625909513,0.4115942028985507,0.3503069277145644,0.4057971014492754,0.3572836281999771,0.5159420289855072,0.6492753623188405,0.6434095175679418,0.6492753623188405,0.6434095175679418
20,0.5710144927536231,0.5486532932131202,0.5072463768115942,0.4835487045968467,0.3739130434782609,0.31444472345362906,0.5768115942028985,0.6492753623188405,0.6114591736193769,0.6492753623188405,0.6114591736193769
21,0.5594202898550724,0.5241746862296676,0.5043478260869565,0.44581757936432165,0.4985507246376812,0.46231859139031145,0.6173913043478261,0.6492753623188405,0.602480838466123,0.6492753623188405,0.602480838466123
22,0.263768115942029,0.25232973633525885,0.5014492753623189,0.46269745612807234,0.4985507246376812,0.43024044829448377,0.5449275362318841,0.5971014492753624,0.5661064821643504,0.5971014492753624,0.5661064821643504
23,0.5062111801242236,0.45348575645443306,0.45962732919254656,0.43580361872642975,0.4937888198757764,0.4491522312798389,0.6459627329192547,0.6428571428571429,0.6184018935805723,0.6428571428571429,0.6184018935805723
24,0.7420289855072464,0.7282221566600684,0.46956521739130436,0.42425375076233285,0.4115942028985507,0.3803306512018131,0.7333333333333333,0.7855072463768116,0.7823959502352621,0.7855072463768116,0.7823959502352621
25,0.08695652173913043,0.10094286190238215,0.2028985507246377,0.1583913075056551,0.14202898550724638,0.1069927664390311,0.4057971014492754,0.1565217391304348,0.12491505153159288,0.1565217391304348,0.12491505153159288
26,0.5304347826086957,0.5154925165967285,0.40869565217391307,0.37768273359994253,0.39420289855072466,0.36679599694072385,0.6492753623188405,0.591304347826087,0.571705145923378,0.591304347826087,0.571705145923378
27,0.45217391304347826,0.4331301826002552,0.32463768115942027,0.24314943922182478,0.3391304347826087,0.30064436618891643,0.6057971014492753,0.5159420289855072,0.48290622424540847,0.5159420289855072,0.48290622424540847
28,0.5594202898550724,0.5502754843026991,0.32753623188405795,0.2925111016339087,0.4782608695652174,0.45175393315498474,0.7333333333333333,0.6695652173913044,0.6514027232383822,0.6695652173913044,0.6514027232383822
29,0.5942028985507246,0.5660718265192105,0.4,0.34333916068518816,0.4144927536231884,0.3632190771452985,0.6289855072463768,0.6434782608695652,0.6186769600261697,0.6434782608695652,0.6186769600261697
30,0.7333333333333333,0.7304912046866086,0.19710144927536233,0.1719747054375371,0.45507246376811594,0.42690729401622546,0.7652173913043478,0.7536231884057971,0.7477669918302039,0.7536231884057971,0.7477669918302039
31,0.5101449275362319,0.4751729684155274,0.2,0.163897326910505,0.5362318840579711,0.512783687016964,0.7159420289855073,0.6898550724637681,0.6869604027259165,0.6898550724637681,0.6869604027259165
32,0.3652173913043478,0.3022376956155183,0.4,0.3815624787646092,0.39710144927536234,0.36763660409252075,0.4115942028985507,0.4405797101449275,0.43071759018501093,0.4405797101449275,0.43071759018501093
33,0.3167701863354037,0.27446286064346,0.2857142857142857,0.24997664537250125,0.468944099378882,0.44130053531146746,0.6149068322981367,0.4409937888198758,0.45787920014297384,0.4409937888198758,0.45787920014297384
34,0.3652173913043478,0.34486648466905195,0.4782608695652174,0.4371565322879351,0.4753623188405797,0.4731588866189011,0.5768115942028985,0.6,0.5888640271281957,0.6,0.5888640271281957
35,0.7913043478260869,0.7840973008891954,0.5014492753623189,0.4430103171986041,0.6115942028985507,0.5913485842976604,0.7594202898550725,0.8405797101449275,0.8209677382770384,0.8405797101449275,0.8209677382770384
36,0.5420289855072464,0.49531931418558717,0.45217391304347826,0.40337970375536103,0.3507246376811594,0.29890464335817113,0.5478260869565217,0.5449275362318841,0.48541884963065973,0.5449275362318841,0.48541884963065973
37,0.5768115942028985,0.5530178943232998,0.20579710144927535,0.1503526614482598,0.5594202898550724,0.5401517723681357,0.6579710144927536,0.663768115942029,0.6492404049453614,0.663768115942029,0.6492404049453614
38,0.5507246376811594,0.5414141670205463,0.3159420289855073,0.2867619067966713,0.391304347826087,0.3441616459737735,0.6086956521739131,0.6347826086956522,0.6215839390158446,0.6347826086956522,0.6215839390158446
39,0.6,0.5690015183754398,0.26956521739130435,0.23671744531568403,0.4144927536231884,0.3600007889265691,0.6956521739130435,0.663768115942029,0.6423835781964701,0.663768115942029,0.6423835781964701
40,0.5710144927536231,0.5536373019924878,0.3101449275362319,0.2824670140619055,0.5014492753623189,0.4880240344701169,0.5797101449275363,0.6347826086956522,0.6233283147198481,0.6347826086956522,0.6233283147198481
41,0.7246376811594203,0.7129249468737962,0.48405797101449277,0.45124208338862276,0.27246376811594203,0.23661797893094746,0.8,0.6144927536231884,0.5787171352060103,0.6144927536231884,0.5787171352060103
42,0.391304347826087,0.3574267900301846,0.2811594202898551,0.2301207134866531,0.5304347826086957,0.5074975746472439,0.45507246376811594,0.4463768115942029,0.39995657933814405,0.4463768115942029,0.39995657933814405
43,0.6490683229813664,0.6328638544393287,0.30124223602484473,0.23959903217153142,0.4161490683229814,0.3501051595401845,0.7329192546583851,0.7422360248447205,0.7347529680207756,0.7422360248447205,0.7347529680207756
44,0.22608695652173913,0.20711516209969327,0.4144927536231884,0.37626659644498,0.45507246376811594,0.42043066591483824,0.5652173913043478,0.4985507246376812,0.4550829677250303,0.4985507246376812,0.4550829677250303
45,0.5807453416149069,0.5251232065720945,0.33229813664596275,0.3036813266662565,0.484472049689441,0.4297736534934658,0.5372670807453416,0.5527950310559007,0.5205830979059786,0.5527950310559007,0.5205830979059786
46,0.6925465838509317,0.6214448302878826,0.4409937888198758,0.3923770510894502,0.43167701863354035,0.352524134540074,0.6708074534161491,0.7950310559006211,0.7913637474204871,0.7950310559006211,0.7913637474204871
47,0.5183946488294314,0.47470438539781756,0.36454849498327757,0.32682461471207136,0.31438127090301005,0.27302129765410177,0.6287625418060201,0.6020066889632107,0.5903039967754631,0.6020066889632107,0.5903039967754631
48,0.5565217391304348,0.5139590865570246,0.28695652173913044,0.2659167056339899,0.5391304347826087,0.5136652155497032,0.6985507246376812,0.6782608695652174,0.6589200123642378,0.6782608695652174,0.6589200123642378
49,0.6260869565217392,0.6023751380383796,0.5072463768115942,0.48502830043202716,0.5072463768115942,0.49302592408711465,0.5826086956521739,0.7623188405797101,0.7460766054336972,0.7623188405797101,0.7460766054336972
50,0.4782608695652174,0.4211914962740079,0.391304347826087,0.34720736504103666,0.527536231884058,0.5293454825879704,0.5826086956521739,0.6550724637681159,0.628409590195245,0.6550724637681159,0.628409590195245
51,0.5826086956521739,0.5699723453935202,0.45507246376811594,0.41463307138509947,0.36231884057971014,0.32223425700014124,0.6463768115942029,0.6840579710144927,0.674338410731883,0.6840579710144927,0.674338410731883
52,0.34782608695652173,0.3447805959075821,0.35942028985507246,0.3323888811594056,0.5014492753623189,0.4972266788289769,0.6347826086956522,0.6492753623188405,0.6420863484485333,0.6492753623188405,0.6420863484485333
53,0.518840579710145,0.4840041703693715,0.3681159420289855,0.333386706672968,0.4260869565217391,0.4282159539773793,0.6202898550724638,0.6289855072463768,0.6122081130978066,0.6289855072463768,0.6122081130978066
54,0.3130434782608696,0.23108809572374103,0.1681159420289855,0.1547359048410352,0.45217391304347826,0.428249764943935,0.4811594202898551,0.2579710144927536,0.24306286264180998,0.2579710144927536,0.24306286264180998
55,0.3101449275362319,0.2834585803016171,0.2753623188405797,0.2497027815510514,0.3130434782608696,0.3098877025446503,0.5507246376811594,0.3826086956521739,0.3658796958081355,0.3826086956521739,0.3658796958081355
56,0.2546583850931677,0.21283232235937588,0.40062111801242234,0.33234451803179393,0.4409937888198758,0.3737683860260043,0.6459627329192547,0.5062111801242236,0.4490262582536101,0.5062111801242236,0.4490262582536101
mean,0.5150171774395377,0.48559467007959317,0.37663697586057837,0.33726554504468975,0.44169795008304324,0.4073712748006511,0.6194872932450571,0.6143067594930949,0.592782641486405,0.6143067594930949,0.592782641486405
std,0.1557295314074312,0.15940020784323727,0.10009180433382614,0.10343416013910152,0.10957772294411693,0.11627858411631783,0.0909229686543226,0.13890299807300038,0.1456539675677982,0.13890299807300038,0.1456539675677982
